11:44:13 I\BaseApplication     	============================ APP STARTUP ============================
11:44:13 E\cyTest              	拉取更新url：?app_name=com.veclink.vecsipsimple&appver=7745&osver=7.0&manufacturer=Xiaomi&model=MI 5&custom=null&producttype=0&language=zh&channel=
11:44:13 I\SimpleHttpSchedualer	get:?appver=7745&language=zh&manufacturer=Xiaomi&osver=7.0&app_name=com.veclink.vecsipsimple&model=MI 5&producttype=0
11:44:13 I\LoadingActivity     	onCreate - pid:7924, intent:Intent { cmp=com.veclink.vecsipsimple/com.veclink.activity.LoadingActivity }
11:44:13 I\IntercomService     	stopService - created:true
11:44:13 I\CheckOverdue        	stop
11:44:13 I\MPushService        	onDestroy.
11:44:13 I\AccountHolder       	loadLoginAccount: uin:-1, name:, avatar:, phone:, defGid:, Priority:,Vip:0
11:44:14 I\InitialWatcher      	startStatisticInstall up. 10000,7745|
11:45:11 I\x-mina              	============================ index 222 http://www.ptttalk.com/phpapi/getServerIp.php
11:45:11 I\x-mina              	============================ index 222 http://120.26.40.141/phpapi/getServerIp.php
11:45:11 I\SimpleHttpSchedualer	get:http://172.16.1.65/phpapi/getServerIp.php?versionName=2.2.1&device=MI 5&imei=868030024451906&version=7745&locale=CN&phone=-1&language=zh&imsi=460018938697182
11:45:21 I\cyTest              	UpdateHostSession:onFailure开始使用备用地址
11:45:21 I\SimpleHttpSchedualer	get:http://172.16.1.65/phpapi/getServerIp.php?versionName=2.2.1&device=MI 5&imei=868030024451906&version=7745&locale=CN&phone=-1&language=zh&imsi=460018938697182
11:45:35 I\NewUpdateHostSession	responce:{"key":"YmFiYWQzZDM0MzJhZmZhZmQzZDNhYmFi","serviceIp":"4378BBDB614CF7AC76A6D07CABC4633FF3195F8D67C383FA5DF4A5F0F58293CDC1EFBD70CB5C68AF908EB22AF667C004"}
11:45:35 I\NewUpdateHostSession	result:{"error":-1,"msg":"dont have this staff"}
11:45:35 I\NewUpdateHostSession	新的设置IP
11:45:35 I\setHost             	clear:ip地址成功
11:45:36 I\UpdateHostUtils     	updateHostGson error:999
11:46:45 I\setHost             	clear:ip地址成功
11:46:45 I\x-mina              	============================ index 222 http://www.ptttalk.com/phpapi/getServerIp.php
11:46:45 I\x-mina              	============================ index 222 http://120.26.40.141/phpapi/getServerIp.php
11:46:45 I\SimpleHttpSchedualer	get:http://172.16.1.65/phpapi/getServerIp.php?versionName=2.2.1&device=MI 5&imei=868030024451906&version=7745&locale=CN&phone=9808600009510004&language=zh&imsi=460018938697182
11:46:48 I\NewUpdateHostSession	responce:{"key":"YmFiYWQzZDM0MzJhZmZhZmQzZDNhYmFi","serviceIp":"C1921E3BFC4F04BD2B59CEB6534E1C1B9A28EF4568F741B48FB8A45F6DFDFBBD5FDEE57BC66D2FD62678F7EE10B3E3C6BBEDF0E21CFF3106FBB9759FD7EBC145A560DCC45AEABF53A02AF4530AF84B2D0046F29B3AB8901C75E425470DF75A3D166CCAD240556424F4E56E0ED139CCF90F18B099AC6C199FD408206450B14632D83FA68E76EE0FDC0FEB964F248FF62EACAC8D032C35818F4B5AFD78563F4AC43F673CDE30D3A34EBBAE93D78D4847394052E801A00C7B9D86A3F0AE55AF63973579F1977CFE25A5A6D5C51666FCD92CF74338052B49FB4B36F3FA8E8EB35C093842E0315E1CC50CA7F4BDA9576662F97C12D3D735785CEB5E851EDBF5A1DC7C5BC388E5B869AF6921D4A6FF9FD90FBDA62F683D0AB2AC4CBFEF90370C012CAF0D48A82A5ED6043C7F81DAFF179A54C9F51B17E96C882F8593B8F2D40A34C4D8AA7E29FFC350257FEF358950C07D5227933EBE63DD1D3D7C44E92E3BFB40254ACC7D5F004377D0C66FBEC4AB63E0612B5DD0C63E6307B996AA21F26668B5ADC9C1A099D7B6EBBE506FA0F6C7D95E2BB15607561C53DFB5973BD625A6FF6CFA9B24A0A3F208957980B0852B155E9BBC7D1FACD49B9D9D29080A76902939254136A686A9F3F76077E325E6A6A642ACD7F16DEF1B707CC105337E47955645879A2E2006CF62FE8D1BBABFED70232459F7AF2445909B09D7CBE232C123635F98BD4786B2D22DB01BB19BBE35E5021D1A1C71D085633506E6812009F96D89C37CF0C8F56CCAF4F536868D415976592F81019CFA419CF34D6533F415588E6B2E1FA616DA2ED9EE3C1399B0C26EDF60764910CD4E6B95C021778685DE5F3CD9AC0C358B45C121FE2C45ED34BF3B9E5969AFAD9AD8CE800CA3A114F57406E2EDF181A16CC818550DF120ABBB79481A021E5BD62D06BF87386610D020F609D0D6E530D9C30B57160CC7589E56F1522EAA21CB2DD3BEB773F3DC513D7EE88A791B7315A8ACFFC79656F2E869D6E3ACEC07151D5EA181756034EDBE01DC106DC3DD41848E60F3FA52137B913380D9FDA29A893EFD8195FFBB4435A2F5894B2AD12EAAF95B0A67D75A2EC3EEF5124D747B24DD6360CE5975E7E06B918DC53C964EF93B79B6542210E7C79B21A771871E0E38560694023960CFA8F4F0F9F97938EED2426648EA6207E5D0BE2EFF1DED2D099DEDFBAADBD6AB679F52D6B9E3AAB9C6832006AA88BD50AF0E25A0E0714F3B96ED1DD1274F738B83A702A66066941703600A12BE0B3A9A008AD23F13842761E78FBC3ED269733A6399BE7C85EE8F29FC77AABCD62C0812424003218D1F8764EE89E164598EAA08A2F7DF055945C9654E0D578A9097A72E64E56617D6C36CACA3B185EF6A15880773604EB4368E017E914718C4FF8195B7BCFE46D6DA0E526D3B89D1695D57207B8D1DC473794AA9EDB33DC9CC22F96740D8D30E9ACF0C77AE17FADFABE58EC1BEF8E70F9911F32A687D33CCF92234C9C223566E09513A96FFC3E39BA0578262C84F22A0C352E79AA15CA36F7C447A3F6E3BEBD12CBFB97C75560547460AEC11B5418AE676EF6ECE650116964C67B0577D189C65AF3AF6DCC52AE3AACC9EABAE20E0617D74C0B9059EEAFD30CFFF5C6C9D65158B31B63F746E7A28B12E74029CDFBC370C0835C97F71AF5E7259D8A018AAD55FAFBCE7051B279F7BEA2440FDBF2DFECA2A45B4C24906E1979D76ABB2EF9BE9F4E74CF284C16878C7E21DA1818EB854F9BC25B6B260F134F6FAE4EB1B3EDA322BBFE77658BF915378D8AAC9F6FC854E58FCC526966A1C623FBD0881158A6BEB660FF0EC5D8BB3C7D0D49F0312F8551DE699AD994B5D0193694C038FF586ABFB4E974EEA26E0735B5EA835F5FECACBCDEB23C77C07A8186DB3711E0DDD3478CD2EF2C4A0705E825AE2FBA900C199F7BE577D91A61C4F5494C41A272C158192EB65A0DCBB459E9CB211E478D314C27DE5E210BCE604EE9B9B3198E4DBB7"}
11:46:48 I\NewUpdateHostSession	result:{"error":0,"msg":"","server":{"getServerIp":["http:\/\/172.16.1.65\/phpapi\/getServerIp.php"],"upload":["http:\/\/172.16.1.65\/cgi-bin\/FileUpload"],"getuserip":["http:\/\/172.16.1.65\/cgi-bin\/GetIP"],"deviceLogin":["http:\/\/172.16.1.65\/phpapi\/deviceLogin.php"],"report":["http:\/\/172.16.1.65\/phpapi\/applogup.php"],"lastapp":["http:\/\/172.16.1.65\/phpapi\/getLastApp.php"],"login":["http:\/\/172.16.1.65\/cgi-bin\/newLogin"],"soft_update":["http:\/\/172.16.1.65\/phpapi\/soft_update.php"],"give_groupcategory":["http:\/\/172.16.1.65\/phpapi\/give_groupcategory.php"],"give_group":["http:\/\/172.16.1.65\/phpapi\/give_group.php"],"push_upgrade":["http:\/\/172.16.1.65\/operate_admin\/"],"push_ad_image":["http:\/\/172.16.1.65\/push_admin\/Public\/media\/"],"ad_count":["http:\/\/172.16.1.65\/phpapi\/ad_count.php"],"atdinterface":["http:\/\/172.16.1.65:9996\/home\/AtdInterface"],"register":["http:\/\/172.16.1.65:8099\/?register;"],"check_register":["http:\/\/172.16.1.65:8099\/?check"],"join_company":["http:\/\/172.16.1.65:8099\/?add;"],"statistics":["http:\/\/172.16.1.65\/cgi-bin\/statistics"],"avator_upload":["http:\/\/172.16.1.65:40660"],"download":["http:\/\/172.16.1.65\/cgi-bin\/GetImage?fileid="],"setmail":["http:\/\/172.16.1.65:9988\/EmailVerify"],"resetpassword":["http:\/\/172.16.1.65:9988\/PasswdModify"],"api":null,"proxy":["172.16.1.65:22346"],"reserve_proxy":null}}
11:46:48 I\UpdateHostUtils     	updateHostGson error:0
11:46:48 I\setHost             	clear:ip地址成功
11:46:48 I\HostProperties      	saveServiceURL succeed
11:46:48 I\HeartBeatControl    	reset SessionKey!
11:46:48 I\x-mina              	============================ index http://172.16.1.65/cgi-bin/newLogin
11:46:48 I\SimpleHttpSchedualer	get:http://172.16.1.65/cgi-bin/newLogin?versionName=2.2.1&device=MI 5&password=840fab1042fe78d4fe4102d25e4acc63&isCheck=0&imei=868030024451906&deviceType=1&locale=CN&version=7745&language=zh&loginname=9808600009510004&imsi=460018938697182
11:46:48 I\BaseAdapterSession  	responce:{"error":"0","user_id":"2511137","user_name":"4","head_pic":"","default_group":"0","heart_jump":"40"}
11:46:48 I\AccountHolder       	updateLoginAccount: uin:2511137, name:4, phone:, defGid:0, avatar:, context:com.veclink.global.BaseApplication@ac6f282,priority:null
11:46:48 E\cyTest              	当前帐号好友版本为：
11:46:48 I\AccountHolder       	Account changed - uin:true, gid:true, query:false, cauth:false, upLoc:false, ver：false
11:46:48 I\AccountHolder       	loadLoginAccount: uin:2511137, name:4, avatar:, phone:, defGid:0, Priority:,Vip:0
11:46:48 I\AccountHolder       	账号切换
11:46:48 I\AccountHolder       	loadLoginAccount: uin:2511137, name:4, avatar:, phone:, defGid:0, Priority:,Vip:0
11:46:48 I\AccountHolder       	instance为null
11:46:48 I\AccountHolder       	Initial done.
11:46:48 I\AccountHolder       	loadLoginAccount: uin:2511137, name:4, avatar:, phone:, defGid:0, Priority:,Vip:0
11:46:48 I\AccountHolder       	Initial done.
11:46:48 I\IntervalAlarm       	IntervalAlarm initial
11:46:48 E\IntervalAlarm       	startHeartBeat - :
11:46:48 E\IntervalAlarm       	wakeup - :
11:46:48 I\SoundManager        	设置耳机4
11:46:48 I\ConferencesHolder   	loadPrefData -- sel:0
11:46:49 I\ConferencesHolder   	load Conf list - total:0
11:46:49 I\ConferencesHolder   	start done!
11:46:49 E\PTTHeadSetManager   	registerMediaButton
11:46:49 E\PTTHeadSetManager   	isWiredHeadsetOn :true
11:46:49 E\PTTHeadSetManager   	registerMediaButtonEventReceiver
11:46:49 I\InitialWatcher      	initialServices - inited!
11:46:49 I\IntercomService     	startService - created:false
11:46:49 I\CheckOverdue        	start
11:46:49 I\ConferencesHolder   	receive group list update
11:46:49 I\MPushService        	STATE - onCreate
11:46:49 E\MyLocationService   	onCreate 定位的时间：300000,isUpLocation:false,有围栏：false
11:46:49 I\MyLocationService   	locationInit
11:46:49 E\MyLocationService   	locationChange 定位的时间：300000,isUpLocation:false,isSendHeartBeat:true,有围栏：false
11:46:49 I\SoundManager        	CallState:0
11:46:49 E\PTTHeadSetManager   	sco连接 state:0
11:46:49 E\PTTHeadSetManager   	SCO_AUDIO_STATE_CONNECTED sco断开
11:46:49 I\MPushService        	INITIAL timeStartService = 1512964009198
11:46:49 I\MinaTcpClientThread 	!! MinaTcpClientThread init !!
11:46:49 I\x-mina              	Heartbeat inteval set to 20 seconds 
11:46:49 I\x-mina              	state change to BROKEN
11:46:49 I\x-mina              	startWork ...
11:46:49 I\x-mina              	startWork done!
11:46:49 I\x-mina              	keepEstablish to connect
11:46:49 I\x-mina              	============================ index 172.16.1.65:22346
11:46:49 E\MinaTcpClientThread 	init get serv url index=0, ip=172.16.1.65:22346
11:46:49 E\MinaTcpClientThread 	final get serv url urlIndex=0, ipurlIndex=172.16.1.65:22346
11:46:49 I\x-mina              	network state changed
11:46:49 I\x-mina              	connect to addr ip : 172.16.1.65, port : 22346
11:46:49 I\x-mina              	kkkk network current type : WIFI, subtype : 
11:46:49 I\x-mina              	state change to CONNECTING
11:46:49 I\x-mina              	!! session created  (0x0E02DA79: nio datagram, client, /192.168.5.115:34302 => /172.16.1.65:22346) !!
11:46:49 I\HeartBeatControl    	reset SessionKey!
11:46:49 I\x-mina              	!! getSession : (0x0E02DA79: nio datagram, client, /192.168.5.115:34302 => /172.16.1.65:22346) !!
11:46:49 I\x-mina              	!! session opend (0x0E02DA79: nio datagram, client, /192.168.5.115:34302 => /172.16.1.65:22346) !!
11:46:49 I\x-mina              	state change to CONNECTED
11:46:49 I\MinaTcpClientThread 	loginInternal -- mState = CONNECTED
11:46:49 I\PushRequestControl  	+++ BaseRequest uin = 2511137, sessionKey = <ByteString@85e13be size=1>
11:46:49 I\x-mina              	==> [0:0] 心跳请求 { sk:0,uin:2511137 } 
11:46:49 I\PushRequestControl  	+++ BaseRequest uin = 2511137, sessionKey = <ByteString@85e13be size=1>
11:46:49 I\x-mina              	==> [0:0] 心跳请求 { sk:0,uin:2511137 } 
11:46:49 I\x-mina              	state change to LOGINING
11:46:49 I\x-mina              	<== [0] 心跳应答 { sk:2,ip:172.16.1.164,port:34302 }  ret:1
11:46:49 I\HeartBeatControl    	+++ ping response.. ret = 1, sessionKey = 2, mSessionKey = 0
11:46:49 I\HeartBeatControl    	use to judge is same place login = 2
11:46:49 E\MinaTcpClientThread 	正常session-------172.16.1.164,34302
11:46:49 I\x-mina              	state change to ESTABLISH
11:46:49 I\MProxy              	MProxy onTransPointEnable newStatus 4
11:46:49 I\ConferencesHolder   	onEvent ConnectStatusMessage. -- status:100
11:46:49 I\ConversationsHolder 	onEvent ConnectStatusMessage. -- status:100
11:46:49 I\ChatNewHolder       	重新去拉取数据,不清除数据!!!
11:46:49 I\MyLocationService   	定位长连接状态连接正常....
11:46:49 I\NewMessageReceiver  	parse data done! id:0, type:2
11:46:49 I\x-mina              	<== [0] 心跳应答 { sk:2,ip:172.16.1.164,port:34302 }  ret:1
11:46:49 W\MinaTcpClientThread 	MSG_SEND...
11:46:49 I\ConversationsHolder 	Handle msg - type:8
11:46:49 I\x-mina              	==> [2:1] 拉好友列表 { index:0 } 
11:46:49 I\HeartBeatControl    	+++ ping response.. ret = 1, sessionKey = 2, mSessionKey = 2
11:46:49 I\HeartBeatControl    	use to judge is same place login = 2
11:46:49 E\MinaTcpClientThread 	正常session-------172.16.1.164,34302
11:46:49 I\NewMessageReceiver  	parse data done! id:0, type:2
11:46:49 I\x-mina              	<== [1] 拉好友列表回应 { counts:0,index:0,Total:0,ver:0 }  ret:0
11:46:49 I\NewMessageReceiver  	parse data done! id:1, type:2
11:46:49 E\cyTest              	ret = 2511137
11:46:49 I\GroupsHodler        	sync user info - list:1, final:1
11:46:49 W\MinaTcpClientThread 	MSG_SEND...
11:46:49 I\x-mina              	==> [2:2] 拉用户信息 { cnt:1 } 
11:46:49 W\MyLocationService   	onReceiveLocation: 中国广东省深圳市南山区科发路2-3-5
Latitude=22.544501
Longitude=113.950221
11:46:49 I\NotificationsMgr    	notifyRegisteredAccount
11:46:49 I\GroupsHodler        	onConnectionReseted done!
11:46:49 I\GroupsHodler        	sync all - update group list!
11:46:49 I\NotificationsMgr    	acc status new:0, old:0, tick传意对讲信息同步中
11:46:49 I\ConferencesHolder   	handle msg - type:21
11:46:49 I\ConferencesHolder   	update DefGrp >> def:0, cur:0, sel:0
11:46:49 W\ConferencesHolder   	updateDefaultGroup no valid grp! size:0, first:0
11:46:49 I\ConferencesHolder   	update DefGrp << sel:0, isEnterNew:false
11:46:49 I\x-mina              	<== [2] 拉用户信息响应 { ,[2511137, Name=4, Avatar=, Phone=9808600009510004, Status=1,] }  ret:0
11:46:49 I\NewMessageReceiver  	parse data done! id:2, type:2
11:46:49 E\GroupsHodler        	ChatActivity.isGroupCall:false
11:46:49 I\ConferencesHolder   	handle msg - type:14
11:46:49 I\ConferencesHolder   	load Conf list - total:0
11:46:49 I\ConferencesHolder   	update DefGrp >> def:0, cur:0, sel:0
11:46:49 W\ConferencesHolder   	updateDefaultGroup no valid grp! size:0, first:0
11:46:49 W\MinaTcpClientThread 	MSG_SEND...
11:46:49 I\x-mina              	==> [2:3] 拉用户好友列表变更  { ver:0 } 
11:46:49 I\ConferencesHolder   	update DefGrp << sel:0, isEnterNew:false
11:46:49 I\x-mina              	<== [3] 拉用户好友列表变更回应 { CurrentVer:0,MaxVer:1,count:0 }  ret:0
11:46:49 I\NewMessageReceiver  	parse data done! id:3, type:2
11:46:49 W\MinaTcpClientThread 	MSG_SEND...
11:46:49 I\x-mina              	==> [2:4] 拉群ID列表请求
11:46:49 I\ConferencesHolder   	handle msg - type:23
11:46:49 I\ConferencesHolder   	update DefGrp >> def:0, cur:0, sel:0
11:46:49 W\ConferencesHolder   	updateDefaultGroup no valid grp! size:0, first:0
11:46:49 I\ConferencesHolder   	update DefGrp << sel:0, isEnterNew:false
11:46:50 I\x-mina              	<== [4] 拉群ID列表回应  { cnt:2[5888,5889,] }  ret:0
11:46:50 I\NewMessageReceiver  	parse data done! id:4, type:2
11:46:50 I\GroupsHodler        	add group:5888
11:46:50 I\GroupsHodler        	add group:5889
11:46:50 I\GroupsHodler        	update group ID list:2, final:2, changed:true
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:5] 拉群信息请求 { gId:5888 } 
11:46:50 I\x-mina              	--> [5] 重复消息(cache size=1) :  拉群信息请求 { gId:5888 } 
11:46:50 I\x-mina              	incache result positive, delevery failed
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	--> [6] 重复消息(cache size=2) :  拉群信息请求 { gId:5889 } 
11:46:50 I\x-mina              	==> [2:6] 拉群信息请求 { gId:5889 } 
11:46:50 I\x-mina              	incache result positive, delevery failed
11:46:50 I\AccountHolder       	setUserStatus - mUserOnlineStatus:1, status:1
11:46:50 I\x-mina              	<== [5] 拉群信息回应 { gId:5888, seq:7, admin0, num:0 }  ret:0
11:46:50 I\x-mina              	<== [6] 拉群信息回应 { gId:5889, seq:1, admin0, num:0 }  ret:0
11:46:50 I\SpeakView           	initView end
11:46:50 E\Ad                  	新启动应用（Home界面）
11:46:50 E\SpeakView           	onstart
11:46:50 I\NewMessageReceiver  	parse data done! id:5, type:2
11:46:50 I\NewMessageReceiver  	parse data done! id:6, type:2
11:46:50 I\ConferencesHolder   	receive group list update
11:46:50 I\GroupsHodler        	getInstance group change! gid:5888, max:7, cur:0, total:0, check:false
11:46:50 I\GroupsHodler        	getInstance group list start. gid:5888, seq:7, total:0
11:46:50 I\GroupsHodler        	update group info! gid:5888, seq:0, num:0; update seq:7, num:0
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:7] 拉群成员列表 { id:5888[0,60] } 
11:46:50 I\GroupsHodler        	getInstance group change! gid:5889, max:1, cur:0, total:0, check:false
11:46:50 I\GroupsHodler        	getInstance group list start. gid:5889, seq:1, total:0
11:46:50 I\MPushService        	INITIAL timeStartService = 1512964010324
11:46:50 I\HomeActivity        	=>onWindowFocusChanged().hasFocus=true
11:46:50 I\GroupsHodler        	update group info! gid:5889, seq:0, num:0; update seq:1, num:0
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:8] 拉群成员列表 { id:5889[0,60] } 
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:9] 获取用户离线消息ID
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [:10] GetOfflineBroadcastMsgReqDesc  Uin:2511137
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:11] 拉取自己的围栏信息 { uin:2511137 } 
11:46:50 I\x-mina              	<== [7] 拉群成员列表响应 { Gid:5888,[ index:0,count:4,total:4] }  ret:0
11:46:50 I\NewMessageReceiver  	parse data done! id:7, type:2
11:46:50 W\GroupsHodler        	Err in update group menber list! total diff! cache:0, getInstance:4
11:46:50 I\GroupsHodler        	getInstance group list stop! gid:5888, isCompleted:true, users:2511134,2511135,2511136,2511137,
11:46:50 I\GroupsHodler        	getInstance group list cache clean done! gid:5888
11:46:50 W\GroupsHodler        	seq changed! syncing group info ...
11:46:50 I\GroupsHodler        	update group menber list. index:0, cur:4, add:4, del:0, total:4, users:2511134,2511135,2511136,2511137,
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:12] 拉群信息请求 { gId:5888 } 
11:46:50 I\GroupsHodler        	sync status - list:4, final:4
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:13] 拉用户状态 { count:4 } 
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:14] 拉自己信息
11:46:50 I\GroupsHodler        	sync user info - list:3, final:3
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\ConferencesHolder   	handle msg - type:14
11:46:50 I\x-mina              	==> [2:15] 拉用户信息 { cnt:3 } 
11:46:50 I\ConferencesHolder   	load Conf list - total:2
11:46:50 I\ConferencesHolder   	update DefGrp >> def:0, cur:0, sel:0
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\ConferencesHolder   	setDefaultGroup -- context:com.veclink.global.BaseApplication@ac6f282, gId:5888
11:46:50 I\ConferencesHolder   	update DefGrp << sel:5888, isEnterNew:true
11:46:50 I\x-mina              	==> [2:16] 群操作请求 { cmd:进入群聊, gid:5888 } 
11:46:50 I\x-mina              	<== [8] 拉群成员列表响应 { Gid:5889,[ index:0,count:1,total:1] }  ret:0
11:46:50 I\NewMessageReceiver  	parse data done! id:8, type:2
11:46:50 W\GroupsHodler        	Err in update group menber list! total diff! cache:0, getInstance:1
11:46:50 I\x-mina              	<== [9] 获取用户离线消息ID回应 { lastMsgId:0,gidsStr: }  ret:0
11:46:50 I\NotificationsMgr    	notifyRegisteredAccount
11:46:50 I\NotificationsMgr    	acc status new:1, old:1, tick传意对讲登录成功
11:46:50 I\NewMessageReceiver  	parse data done! id:9, type:2
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:17] 获取群组离线消息 { startMsgID:0,startCount:0,gid:0 } 
11:46:50 I\GroupsHodler        	getInstance group list stop! gid:5889, isCompleted:true, users:2511137,
11:46:50 I\GroupsHodler        	getInstance group list cache clean done! gid:5889
11:46:50 W\GroupsHodler        	seq changed! syncing group info ...
11:46:50 I\GroupsHodler        	update group menber list. index:0, cur:1, add:1, del:0, total:1, users:2511137,
11:46:50 W\MinaTcpClientThread 	MSG_SEND...
11:46:50 I\x-mina              	==> [2:18] 拉群信息请求 { gId:5889 } 
11:46:51 I\GroupsHodler        	sync status - list:4, final:0
11:46:51 I\MPushService        	alarm tick netStateUpload
11:46:51 I\MPushService        	netStateUpload,上报客户端的网络等状态
11:46:51 W\MinaTcpClientThread 	MSG_SEND...
11:46:51 I\x-mina              	<== [12] 拉群信息回应 { gId:5888, seq:7, admin0, num:0 }  ret:0
11:46:51 I\x-mina              	==> [:19] UserBaseInfoUpdateReq
11:46:51 I\NewMessageReceiver  	parse data done! id:12, type:2
11:46:51 I\x-mina              	<== [13] 拉用户状态响应 ret:0
11:46:51 I\NewMessageReceiver  	parse data done! id:13, type:2
11:46:51 I\GroupsHodler        	getInstance group change! gid:5888, max:7, cur:7, total:0, check:false
11:46:51 I\GroupsHodler        	update group info! gid:5888, seq:7, num:4; update seq:7, num:0
11:46:51 I\x-mina              	<== [16] 群操作结果 { cmd:进入群聊(成功), gid:5888, ip:172.16.1.65, port:6660, ssrc:0 }  ret:0
11:46:51 I\NewMessageReceiver  	parse data done! id:16, type:2
11:46:51 I\MediaOp             	startHeartBeat - ret:0, expired:20, interval:10, timeout:0
11:46:51 I\x-mina              	<== [0] Push群成员状态 { seq:1000002seqs:Masterip:0, cnt:2[2511134进群 5888][2511136进群 5888] } 
11:46:51 I\MediaSession        	reinseSession -- sId:1, dstId:5888, ip:172.16.1.65, port:6660, handle:-413715456, result:true
11:46:51 I\NewMessageReceiver  	parse data done! id:0, type:1
11:46:51 W\MinaTcpClientThread 	MSG_SEND...
11:46:51 I\x-mina              	<== [14] 拉自己信息响应 { Name=4,Phone=9808600009510004,friendVer=1,GpsIntervalms=0 }  ret:0
11:46:51 I\x-mina              	==> [:0] Push群成员状态ack ret:0
11:46:51 I\NewMessageReceiver  	parse data done! id:14, type:2
11:46:51 I\ConferencesHolder   	setDefaultGroup -- context:com.veclink.global.BaseApplication@ac6f282, gId:5888
11:46:51 I\x-mina              	<== [17] 获取群组离线消息回应 { ,gid:0currCount:0,total:0 }  ret:0
11:46:51 W\GroupsHodler        	update user status - total:4, list:[2511137:1,2511134:1,2511135:0,2511136:1,]
11:46:51 I\NewMessageReceiver  	parse data done! id:17, type:2
11:46:51 I\ConferencesHolder   	leaveOtherConference -- context:com.veclink.global.BaseApplication@ac6f282, all:false
11:46:51 E\ConferencesHolder   	enter conference done! 5888
11:46:51 I\ConferencesHolder   	handle msg - type:10
11:46:51 I\AccountHolder       	PRIORITY_LEVEL:0
11:46:51 I\AccountHolder       	updateLoginAccount: uin:null, name:4, phone:9808600009510004, defGid:0, avatar:, context:com.veclink.global.BaseApplication@ac6f282,priority:0
11:46:51 E\cyTest              	是否版本有更新：true,新版本：1，老版本：
